State Imports by NAICS Commodities,,,,
Current date: 11/14/2018 6:42 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Customs Value (Gen) ($US)
Kansas,112 Livestock & Livestock Products,World Total,2011,"23,544,866"
Kansas,112 Livestock & Livestock Products,World Total,2012,"35,338,243"
Kansas,112 Livestock & Livestock Products,World Total,2013,"25,552,674"
Kansas,112 Livestock & Livestock Products,World Total,2014,"47,815,464"
Kansas,112 Livestock & Livestock Products,World Total,2015,"46,597,971"
Kansas,112 Livestock & Livestock Products,World Total,2016,"31,670,215"
Kansas,112 Livestock & Livestock Products,World Total,2017,"23,071,822"
Kansas,"113 Forestry Products, Nesoi",World Total,2008,"27,488,093"
Kansas,"113 Forestry Products, Nesoi",World Total,2009,"3,169,452"
Kansas,"113 Forestry Products, Nesoi",World Total,2010,"1,002,223"
Kansas,"113 Forestry Products, Nesoi",World Total,2011,"1,286,944"
Kansas,"113 Forestry Products, Nesoi",World Total,2012,"996,810"
Kansas,"113 Forestry Products, Nesoi",World Total,2013,"538,274"
Kansas,"113 Forestry Products, Nesoi",World Total,2014,"440,323"
Kansas,"113 Forestry Products, Nesoi",World Total,2015,"938,600"
Kansas,"113 Forestry Products, Nesoi",World Total,2016,"1,139,433"
Kansas,"113 Forestry Products, Nesoi",World Total,2017,"1,425,372"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"15,746,246"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"4,936,959"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"5,818,043"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"5,319,747"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"3,770,513"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"5,226,414"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"3,986,875"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"2,157,260"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"4,245,945"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"5,670,245"
Kansas,211 Oil & Gas,World Total,2008,"81,210,823"
Kansas,211 Oil & Gas,World Total,2009,"3,279,852,049"
Kansas,211 Oil & Gas,World Total,2010,"1,595,417,534"
Kansas,211 Oil & Gas,World Total,2011,"5,115,254"
Kansas,211 Oil & Gas,World Total,2012,"21,909,545"
Kansas,211 Oil & Gas,World Total,2013,"12,981,210"
Kansas,211 Oil & Gas,World Total,2014,"65,625,797"
Kansas,211 Oil & Gas,World Total,2015,"72,659,335"
Kansas,211 Oil & Gas,World Total,2016,"35,175,953"
Kansas,211 Oil & Gas,World Total,2017,"101,673,890"
Kansas,212 Minerals & Ores,World Total,2008,"3,105,786"
Kansas,212 Minerals & Ores,World Total,2009,"2,445,873"
Kansas,212 Minerals & Ores,World Total,2010,"3,897,482"
Kansas,212 Minerals & Ores,World Total,2011,"4,038,783"
Kansas,212 Minerals & Ores,World Total,2012,"5,638,221"
Kansas,212 Minerals & Ores,World Total,2013,"3,524,465"
Kansas,212 Minerals & Ores,World Total,2014,"17,362,006"
Kansas,212 Minerals & Ores,World Total,2015,"45,042,372"
Kansas,212 Minerals & Ores,World Total,2016,"42,372,753"
Kansas,212 Minerals & Ores,World Total,2017,"57,611,175"
Kansas,311 Food & Kindred Products,World Total,2008,"223,334,244"
Kansas,311 Food & Kindred Products,World Total,2009,"219,401,292"
Kansas,311 Food & Kindred Products,World Total,2010,"285,990,289"
Kansas,311 Food & Kindred Products,World Total,2011,"314,228,721"
Kansas,311 Food & Kindred Products,World Total,2012,"316,050,850"
Kansas,311 Food & Kindred Products,World Total,2013,"436,080,295"
Kansas,311 Food & Kindred Products,World Total,2014,"488,664,278"
Kansas,311 Food & Kindred Products,World Total,2015,"411,877,025"
Kansas,311 Food & Kindred Products,World Total,2016,"491,584,279"
Kansas,311 Food & Kindred Products,World Total,2017,"350,910,345"
Kansas,312 Beverages & Tobacco Products,World Total,2008,"30,889,163"
Kansas,312 Beverages & Tobacco Products,World Total,2009,"32,094,650"
Kansas,312 Beverages & Tobacco Products,World Total,2010,"32,909,791"
Kansas,312 Beverages & Tobacco Products,World Total,2011,"46,786,064"
Kansas,312 Beverages & Tobacco Products,World Total,2012,"47,968,572"
Kansas,312 Beverages & Tobacco Products,World Total,2013,"68,485,505"
Kansas,312 Beverages & Tobacco Products,World Total,2014,"75,315,958"
Kansas,312 Beverages & Tobacco Products,World Total,2015,"109,104,607"
Kansas,312 Beverages & Tobacco Products,World Total,2016,"123,782,275"
Kansas,312 Beverages & Tobacco Products,World Total,2017,"106,953,950"
Kansas,313 Textiles & Fabrics,World Total,2008,"29,302,665"
Kansas,313 Textiles & Fabrics,World Total,2009,"16,283,606"
Kansas,313 Textiles & Fabrics,World Total,2010,"11,959,778"
Kansas,313 Textiles & Fabrics,World Total,2011,"15,754,472"
Kansas,313 Textiles & Fabrics,World Total,2012,"13,167,447"
Kansas,313 Textiles & Fabrics,World Total,2013,"17,155,320"
Kansas,313 Textiles & Fabrics,World Total,2014,"20,459,377"
Kansas,313 Textiles & Fabrics,World Total,2015,"18,406,600"
Kansas,313 Textiles & Fabrics,World Total,2016,"14,669,298"
Kansas,313 Textiles & Fabrics,World Total,2017,"21,551,426"
Kansas,314 Textile Mill Products,World Total,2008,"54,716,998"
Kansas,314 Textile Mill Products,World Total,2009,"50,764,583"
Kansas,314 Textile Mill Products,World Total,2010,"58,616,642"
Kansas,314 Textile Mill Products,World Total,2011,"76,783,671"
Kansas,314 Textile Mill Products,World Total,2012,"81,175,806"
Kansas,314 Textile Mill Products,World Total,2013,"92,024,307"
Kansas,314 Textile Mill Products,World Total,2014,"92,074,007"
Kansas,314 Textile Mill Products,World Total,2015,"94,926,610"
Kansas,314 Textile Mill Products,World Total,2016,"104,107,159"
Kansas,314 Textile Mill Products,World Total,2017,"101,353,552"
Kansas,315 Apparel & Accessories,World Total,2008,"204,211,778"
Kansas,315 Apparel & Accessories,World Total,2009,"176,483,604"
Kansas,315 Apparel & Accessories,World Total,2010,"222,519,331"
Kansas,315 Apparel & Accessories,World Total,2011,"292,229,570"
Kansas,315 Apparel & Accessories,World Total,2012,"259,725,156"
Kansas,315 Apparel & Accessories,World Total,2013,"249,881,966"
Kansas,315 Apparel & Accessories,World Total,2014,"238,947,077"
Kansas,315 Apparel & Accessories,World Total,2015,"241,342,613"
Kansas,315 Apparel & Accessories,World Total,2016,"325,642,364"
Kansas,315 Apparel & Accessories,World Total,2017,"334,789,161"
Kansas,316 Leather & Allied Products,World Total,2008,"984,733,206"
Kansas,316 Leather & Allied Products,World Total,2009,"921,746,287"
Kansas,316 Leather & Allied Products,World Total,2010,"930,377,287"
Kansas,316 Leather & Allied Products,World Total,2011,"991,264,470"
Kansas,316 Leather & Allied Products,World Total,2012,"923,045,177"
Kansas,316 Leather & Allied Products,World Total,2013,"885,200,327"
Kansas,316 Leather & Allied Products,World Total,2014,"926,456,295"
Kansas,316 Leather & Allied Products,World Total,2015,"1,021,759,699"
Kansas,316 Leather & Allied Products,World Total,2016,"1,040,366,045"
Kansas,316 Leather & Allied Products,World Total,2017,"951,573,643"
Kansas,321 Wood Products,World Total,2008,"56,571,937"
Kansas,321 Wood Products,World Total,2009,"37,683,694"
Kansas,321 Wood Products,World Total,2010,"47,896,313"
Kansas,321 Wood Products,World Total,2011,"60,595,409"
Kansas,321 Wood Products,World Total,2012,"64,031,840"
Kansas,321 Wood Products,World Total,2013,"78,278,267"
Kansas,321 Wood Products,World Total,2014,"86,169,813"
Kansas,321 Wood Products,World Total,2015,"75,178,291"
Kansas,321 Wood Products,World Total,2016,"70,624,028"
Kansas,321 Wood Products,World Total,2017,"105,913,877"
Kansas,322 Paper,World Total,2008,"117,160,742"
Kansas,322 Paper,World Total,2009,"98,019,538"
Kansas,322 Paper,World Total,2010,"112,932,965"
Kansas,322 Paper,World Total,2011,"86,858,487"
Kansas,322 Paper,World Total,2012,"61,235,147"
Kansas,322 Paper,World Total,2013,"67,442,439"
Kansas,322 Paper,World Total,2014,"62,454,504"
Kansas,322 Paper,World Total,2015,"55,376,264"
Kansas,322 Paper,World Total,2016,"30,633,058"
Kansas,322 Paper,World Total,2017,"31,395,373"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2008,"57,263,766"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2009,"52,508,790"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2010,"45,699,452"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"13,331,168"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"12,764,687"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"14,415,837"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"18,155,828"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"19,450,445"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"21,199,893"
Kansas,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"22,927,391"
Kansas,324 Petroleum & Coal Products,World Total,2008,"30,039,314"
Kansas,324 Petroleum & Coal Products,World Total,2009,"2,570,526"
Kansas,324 Petroleum & Coal Products,World Total,2010,"3,068,708"
Kansas,324 Petroleum & Coal Products,World Total,2011,"15,047,740"
Kansas,324 Petroleum & Coal Products,World Total,2012,"6,983,959"
Kansas,324 Petroleum & Coal Products,World Total,2013,"16,386,665"
Kansas,324 Petroleum & Coal Products,World Total,2014,"22,515,018"
Kansas,324 Petroleum & Coal Products,World Total,2015,"13,350,947"
Kansas,324 Petroleum & Coal Products,World Total,2016,"7,808,132"
Kansas,324 Petroleum & Coal Products,World Total,2017,"20,515,112"
Kansas,325 Chemicals,World Total,2008,"761,594,158"
Kansas,325 Chemicals,World Total,2009,"764,512,564"
Kansas,325 Chemicals,World Total,2010,"1,165,354,386"
Kansas,325 Chemicals,World Total,2011,"1,422,579,442"
Kansas,325 Chemicals,World Total,2012,"1,182,276,796"
Kansas,325 Chemicals,World Total,2013,"1,196,601,509"
Kansas,325 Chemicals,World Total,2014,"1,003,334,237"
Kansas,325 Chemicals,World Total,2015,"825,615,957"
Kansas,325 Chemicals,World Total,2016,"582,038,103"
Kansas,325 Chemicals,World Total,2017,"644,775,559"
Kansas,326 Plastics & Rubber Products,World Total,2008,"183,287,288"
Kansas,326 Plastics & Rubber Products,World Total,2009,"153,893,965"
Kansas,326 Plastics & Rubber Products,World Total,2010,"187,016,570"
Kansas,326 Plastics & Rubber Products,World Total,2011,"205,973,116"
Kansas,326 Plastics & Rubber Products,World Total,2012,"263,150,584"
Kansas,326 Plastics & Rubber Products,World Total,2013,"273,268,035"
Kansas,326 Plastics & Rubber Products,World Total,2014,"274,893,241"
Kansas,326 Plastics & Rubber Products,World Total,2015,"295,261,094"
Kansas,326 Plastics & Rubber Products,World Total,2016,"234,106,984"
Kansas,326 Plastics & Rubber Products,World Total,2017,"294,744,548"
Kansas,327 Nonmetallic Mineral Products,World Total,2008,"56,722,667"
Kansas,327 Nonmetallic Mineral Products,World Total,2009,"33,159,346"
Kansas,327 Nonmetallic Mineral Products,World Total,2010,"39,853,628"
Kansas,327 Nonmetallic Mineral Products,World Total,2011,"47,232,677"
Kansas,327 Nonmetallic Mineral Products,World Total,2012,"47,320,636"
Kansas,327 Nonmetallic Mineral Products,World Total,2013,"60,035,273"
Kansas,327 Nonmetallic Mineral Products,World Total,2014,"77,595,433"
Kansas,327 Nonmetallic Mineral Products,World Total,2015,"86,013,640"
Kansas,327 Nonmetallic Mineral Products,World Total,2016,"89,856,870"
Kansas,327 Nonmetallic Mineral Products,World Total,2017,"90,582,137"
Kansas,331 Primary Metal Mfg,World Total,2008,"161,580,724"
Kansas,331 Primary Metal Mfg,World Total,2009,"95,608,449"
Kansas,331 Primary Metal Mfg,World Total,2010,"188,201,979"
Kansas,331 Primary Metal Mfg,World Total,2011,"116,027,331"
Kansas,331 Primary Metal Mfg,World Total,2012,"87,780,728"
Kansas,331 Primary Metal Mfg,World Total,2013,"187,041,977"
Kansas,331 Primary Metal Mfg,World Total,2014,"86,126,873"
Kansas,331 Primary Metal Mfg,World Total,2015,"100,758,058"
Kansas,331 Primary Metal Mfg,World Total,2016,"82,933,525"
Kansas,331 Primary Metal Mfg,World Total,2017,"62,190,320"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2008,"356,819,280"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2009,"242,396,078"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2010,"225,731,345"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2011,"299,447,203"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2012,"409,990,942"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2013,"369,974,447"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2014,"507,666,903"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2015,"490,557,757"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2016,"511,684,567"
Kansas,"332 Fabricated Metal Products, Nesoi",World Total,2017,"588,883,094"
Kansas,"333 Machinery, Except Electrical",World Total,2008,"842,897,113"
Kansas,"333 Machinery, Except Electrical",World Total,2009,"523,162,265"
Kansas,"333 Machinery, Except Electrical",World Total,2010,"641,613,058"
Kansas,"333 Machinery, Except Electrical",World Total,2011,"816,802,999"
Kansas,"333 Machinery, Except Electrical",World Total,2012,"1,039,579,224"
Kansas,"333 Machinery, Except Electrical",World Total,2013,"1,004,110,995"
Kansas,"333 Machinery, Except Electrical",World Total,2014,"1,254,204,200"
Kansas,"333 Machinery, Except Electrical",World Total,2015,"1,455,811,791"
Kansas,"333 Machinery, Except Electrical",World Total,2016,"1,391,582,105"
Kansas,"333 Machinery, Except Electrical",World Total,2017,"1,391,606,138"
Kansas,334 Computer & Electronic Products,World Total,2008,"2,286,760,432"
Kansas,334 Computer & Electronic Products,World Total,2009,"2,438,240,296"
Kansas,334 Computer & Electronic Products,World Total,2010,"1,859,135,831"
Kansas,334 Computer & Electronic Products,World Total,2011,"1,578,114,726"
Kansas,334 Computer & Electronic Products,World Total,2012,"2,032,737,416"
Kansas,334 Computer & Electronic Products,World Total,2013,"1,513,000,940"
Kansas,334 Computer & Electronic Products,World Total,2014,"1,748,286,170"
Kansas,334 Computer & Electronic Products,World Total,2015,"1,624,362,404"
Kansas,334 Computer & Electronic Products,World Total,2016,"1,496,237,357"
Kansas,334 Computer & Electronic Products,World Total,2017,"1,371,669,794"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2008,"205,826,606"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2009,"162,897,728"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2010,"222,717,512"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2011,"307,113,141"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2012,"398,210,631"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2013,"487,015,162"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2014,"583,410,863"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2015,"524,472,018"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2016,"524,784,241"
Kansas,"335 Electrical Equipment, Appliances & Components",World Total,2017,"401,167,744"
Kansas,336 Transportation Equipment,World Total,2008,"2,433,942,806"
Kansas,336 Transportation Equipment,World Total,2009,"1,635,394,705"
Kansas,336 Transportation Equipment,World Total,2010,"1,925,425,516"
Kansas,336 Transportation Equipment,World Total,2011,"1,940,784,991"
Kansas,336 Transportation Equipment,World Total,2012,"2,312,194,775"
Kansas,336 Transportation Equipment,World Total,2013,"2,377,982,135"
Kansas,336 Transportation Equipment,World Total,2014,"2,528,298,060"
Kansas,336 Transportation Equipment,World Total,2015,"2,395,918,782"
Kansas,336 Transportation Equipment,World Total,2016,"2,272,062,306"
Kansas,336 Transportation Equipment,World Total,2017,"1,932,008,452"
Kansas,337 Furniture & Fixtures,World Total,2008,"77,010,615"
Kansas,337 Furniture & Fixtures,World Total,2009,"68,041,915"
Kansas,337 Furniture & Fixtures,World Total,2010,"68,371,302"
Kansas,337 Furniture & Fixtures,World Total,2011,"78,679,712"
Kansas,337 Furniture & Fixtures,World Total,2012,"77,147,223"
Kansas,337 Furniture & Fixtures,World Total,2013,"78,430,988"
Kansas,337 Furniture & Fixtures,World Total,2014,"83,716,774"
Kansas,337 Furniture & Fixtures,World Total,2015,"105,448,951"
Kansas,337 Furniture & Fixtures,World Total,2016,"99,490,930"
Kansas,337 Furniture & Fixtures,World Total,2017,"119,640,267"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2008,"283,571,674"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2009,"229,627,295"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2010,"290,818,279"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2011,"310,627,309"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2012,"297,823,911"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2013,"286,559,946"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2014,"323,213,360"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2015,"327,763,055"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2016,"267,012,636"
Kansas,339 Miscellaneous Manufactured Commodities,World Total,2017,"253,412,765"
Kansas,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2008,"31,015"
Kansas,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2009,"30,280"
Kansas,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2010,"6,020"
Kansas,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2011,"7,815"
Kansas,910 Waste And Scrap,World Total,2008,"301,282"
Kansas,910 Waste And Scrap,World Total,2009,"985,157"
Kansas,910 Waste And Scrap,World Total,2010,"4,098,999"
Kansas,910 Waste And Scrap,World Total,2011,"1,012,169"
Kansas,910 Waste And Scrap,World Total,2012,"1,354,847"
Kansas,910 Waste And Scrap,World Total,2013,"537,399"
Kansas,910 Waste And Scrap,World Total,2014,"582,260"
Kansas,910 Waste And Scrap,World Total,2015,"1,047,274"
Kansas,910 Waste And Scrap,World Total,2016,"1,061,199"
Kansas,910 Waste And Scrap,World Total,2017,"1,092,643"
Kansas,920 Used Or Second-hand Merchandise,World Total,2008,"7,292,265"
Kansas,920 Used Or Second-hand Merchandise,World Total,2009,"1,725,814"
Kansas,920 Used Or Second-hand Merchandise,World Total,2010,"2,415,961"
Kansas,920 Used Or Second-hand Merchandise,World Total,2011,"1,736,019"
Kansas,930 Used Or Second-hand Merchandise,World Total,2012,"4,541,836"
Kansas,930 Used Or Second-hand Merchandise,World Total,2013,"4,767,203"
Kansas,930 Used Or Second-hand Merchandise,World Total,2014,"2,949,418"
Kansas,930 Used Or Second-hand Merchandise,World Total,2015,"6,588,722"
Kansas,930 Used Or Second-hand Merchandise,World Total,2016,"4,392,439"
Kansas,930 Used Or Second-hand Merchandise,World Total,2017,"3,714,939"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2008,"572,073,214"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2009,"584,342,928"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2010,"590,842,642"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2011,"664,806,674"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2012,"845,310,682"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2013,"906,922,833"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2014,"1,110,198,434"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2015,"1,288,372,664"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2016,"1,214,896,200"
Kansas,980 Goods Returned (exports For Canada Only),World Total,2017,"1,361,360,596"
Kansas,990 Other Special Classification Provisions,World Total,2008,"46,572,464"
Kansas,990 Other Special Classification Provisions,World Total,2009,"32,063,050"
Kansas,990 Other Special Classification Provisions,World Total,2010,"19,202,097"
Kansas,990 Other Special Classification Provisions,World Total,2011,"21,973,890"
Kansas,990 Other Special Classification Provisions,World Total,2012,"377,001"
Kansas,990 Other Special Classification Provisions,World Total,2013,"602,105"
Kansas,990 Other Special Classification Provisions,World Total,2014,"1,891,522"
Kansas,990 Other Special Classification Provisions,World Total,2015,"1,542,840"
Kansas,990 Other Special Classification Provisions,World Total,2016,"2,483,155"
Kansas,990 Other Special Classification Provisions,World Total,2017,"2,305,251"
Kentucky,111 Agricultural Products,World Total,2008,"88,466,569"
Kentucky,111 Agricultural Products,World Total,2009,"61,213,469"
Kentucky,111 Agricultural Products,World Total,2010,"49,304,850"
Kentucky,111 Agricultural Products,World Total,2011,"70,797,263"
Kentucky,111 Agricultural Products,World Total,2012,"82,605,833"
Kentucky,111 Agricultural Products,World Total,2013,"71,361,474"
Kentucky,111 Agricultural Products,World Total,2014,"72,031,156"
Kentucky,111 Agricultural Products,World Total,2015,"71,359,444"
Kentucky,111 Agricultural Products,World Total,2016,"103,710,936"
Kentucky,111 Agricultural Products,World Total,2017,"95,416,352"
Kentucky,112 Livestock & Livestock Products,World Total,2008,"51,790,473"
Kentucky,112 Livestock & Livestock Products,World Total,2009,"38,630,865"
Kentucky,112 Livestock & Livestock Products,World Total,2010,"25,693,175"
Kentucky,112 Livestock & Livestock Products,World Total,2011,"62,152,683"
Kentucky,112 Livestock & Livestock Products,World Total,2012,"24,801,085"
Kentucky,112 Livestock & Livestock Products,World Total,2013,"23,121,463"
Kentucky,112 Livestock & Livestock Products,World Total,2014,"25,662,943"
Kentucky,112 Livestock & Livestock Products,World Total,2015,"47,662,690"
Kentucky,112 Livestock & Livestock Products,World Total,2016,"57,469,548"
Kentucky,112 Livestock & Livestock Products,World Total,2017,"57,715,110"
Kentucky,"113 Forestry Products, Nesoi",World Total,2008,"9,506,476"
Kentucky,"113 Forestry Products, Nesoi",World Total,2009,"2,770,330"
Kentucky,"113 Forestry Products, Nesoi",World Total,2010,"2,105,520"
Kentucky,"113 Forestry Products, Nesoi",World Total,2011,"2,145,380"
Kentucky,"113 Forestry Products, Nesoi",World Total,2012,"2,266,118"
Kentucky,"113 Forestry Products, Nesoi",World Total,2013,"2,647,249"
Kentucky,"113 Forestry Products, Nesoi",World Total,2014,"2,299,470"
Kentucky,"113 Forestry Products, Nesoi",World Total,2015,"2,171,025"
Kentucky,"113 Forestry Products, Nesoi",World Total,2016,"3,717,451"
Kentucky,"113 Forestry Products, Nesoi",World Total,2017,"3,170,621"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"5,968,814"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"9,897,136"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"9,708,724"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"9,277,202"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"9,880,743"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"13,855,709"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"10,190,715"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"7,202,879"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"11,134,841"
Kentucky,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"9,330,190"
Kentucky,211 Oil & Gas,World Total,2008,"5,274,781"
Kentucky,211 Oil & Gas,World Total,2009,"15,562,136"
Kentucky,211 Oil & Gas,World Total,2010,"3,056,594"
Kentucky,211 Oil & Gas,World Total,2011,"1,834,895"
Kentucky,211 Oil & Gas,World Total,2012,"3,415,620"
Kentucky,211 Oil & Gas,World Total,2013,"2,942,701"
Kentucky,211 Oil & Gas,World Total,2014,"783,187,526"
Kentucky,211 Oil & Gas,World Total,2015,"1,972,881"
Kentucky,211 Oil & Gas,World Total,2016,"2,159,508"
Kentucky,211 Oil & Gas,World Total,2017,"1,805,713"
Kentucky,212 Minerals & Ores,World Total,2008,"36,665,851"
Kentucky,212 Minerals & Ores,World Total,2009,"17,970,376"
Kentucky,212 Minerals & Ores,World Total,2010,"26,601,783"
Kentucky,212 Minerals & Ores,World Total,2011,"37,329,048"
Kentucky,212 Minerals & Ores,World Total,2012,"17,074,605"
Kentucky,212 Minerals & Ores,World Total,2013,"32,515,776"
Kentucky,212 Minerals & Ores,World Total,2014,"32,862,306"
Kentucky,212 Minerals & Ores,World Total,2015,"21,838,715"
Kentucky,212 Minerals & Ores,World Total,2016,"23,622,603"
Kentucky,212 Minerals & Ores,World Total,2017,"31,528,223"
Kentucky,311 Food & Kindred Products,World Total,2008,"233,588,783"
Kentucky,311 Food & Kindred Products,World Total,2009,"171,766,133"
Kentucky,311 Food & Kindred Products,World Total,2010,"179,267,099"
Kentucky,311 Food & Kindred Products,World Total,2011,"241,552,242"
Kentucky,311 Food & Kindred Products,World Total,2012,"225,621,017"
Kentucky,311 Food & Kindred Products,World Total,2013,"233,553,418"
Kentucky,311 Food & Kindred Products,World Total,2014,"265,689,753"
Kentucky,311 Food & Kindred Products,World Total,2015,"253,301,620"
Kentucky,311 Food & Kindred Products,World Total,2016,"281,139,385"
Kentucky,311 Food & Kindred Products,World Total,2017,"295,576,192"
Kentucky,312 Beverages & Tobacco Products,World Total,2008,"352,890,305"
Kentucky,312 Beverages & Tobacco Products,World Total,2009,"273,345,002"
Kentucky,312 Beverages & Tobacco Products,World Total,2010,"349,992,001"
Kentucky,312 Beverages & Tobacco Products,World Total,2011,"407,160,785"
Kentucky,312 Beverages & Tobacco Products,World Total,2012,"413,291,737"
Kentucky,312 Beverages & Tobacco Products,World Total,2013,"432,678,948"
Kentucky,312 Beverages & Tobacco Products,World Total,2014,"454,832,680"
Kentucky,312 Beverages & Tobacco Products,World Total,2015,"440,951,689"
Kentucky,312 Beverages & Tobacco Products,World Total,2016,"432,395,732"
Kentucky,312 Beverages & Tobacco Products,World Total,2017,"510,355,222"
Kentucky,313 Textiles & Fabrics,World Total,2008,"45,876,467"
Kentucky,313 Textiles & Fabrics,World Total,2009,"33,304,401"
Kentucky,313 Textiles & Fabrics,World Total,2010,"52,638,853"
Kentucky,313 Textiles & Fabrics,World Total,2011,"49,774,892"
Kentucky,313 Textiles & Fabrics,World Total,2012,"73,233,166"
Kentucky,313 Textiles & Fabrics,World Total,2013,"69,710,500"
Kentucky,313 Textiles & Fabrics,World Total,2014,"76,307,802"
Kentucky,313 Textiles & Fabrics,World Total,2015,"77,670,994"
Kentucky,313 Textiles & Fabrics,World Total,2016,"92,585,968"
Kentucky,313 Textiles & Fabrics,World Total,2017,"101,334,596"
Kentucky,314 Textile Mill Products,World Total,2008,"85,272,838"
Kentucky,314 Textile Mill Products,World Total,2009,"72,393,375"
Kentucky,314 Textile Mill Products,World Total,2010,"61,229,520"
Kentucky,314 Textile Mill Products,World Total,2011,"64,601,496"
Kentucky,314 Textile Mill Products,World Total,2012,"65,744,342"
Kentucky,314 Textile Mill Products,World Total,2013,"67,900,230"
Kentucky,314 Textile Mill Products,World Total,2014,"78,863,313"
Kentucky,314 Textile Mill Products,World Total,2015,"77,942,400"
Kentucky,314 Textile Mill Products,World Total,2016,"82,196,419"
Kentucky,314 Textile Mill Products,World Total,2017,"105,240,064"
Kentucky,315 Apparel & Accessories,World Total,2008,"2,304,543,958"
